==================================================
TRAINING/EVALUATION RESULTS
==================================================
Timestamp: 20250901_184535
Mode: reinforcement_learning
Config File: configs/nsfnet_25_commodities_rl.json
Model Hash: unknown

FINAL METRICS:
  Final Train Loss: 0.0000
  Final Train Edge Error: 0.19%
  Final Test Approximation Rate: 84.04%
  Best Test Approximation Rate: 100.00%

TIME METRICS:
  Total Training Time: 4982.86s
  Total Test Time: 465.85s
  Average Training Time per Epoch: 1.56s
  Average Test Time per Epoch: 1.46s
  Training Time per Data: 0.0005s
  Test Time per Data: 0.0045s
  Total Training Samples: 10240000
  Total Test Samples: 102400

==================================================
DETAILED RESULTS
==================================================
Epoch  Train Loss   Edge Error   Train Time   Val Approx   Test Approx 
2950   0.0000       0.09         1.61         N/A          N/A         
2951   0.0000       0.02         1.56         N/A          N/A         
2952   0.0000       0.05         1.55         N/A          N/A         
2953   0.0000       0.09         1.55         N/A          N/A         
2954   0.0000       0.07         1.54         N/A          N/A         
2955   0.0000       0.17         1.58         N/A          N/A         
2956   0.0000       0.11         1.59         N/A          N/A         
2957   0.0000       0.03         1.54         N/A          N/A         
2958   0.0000       0.18         1.54         N/A          N/A         
2959   0.0000       0.13         1.58         N/A          N/A         
2960   0.0000       0.08         1.56         N/A          N/A         
2961   0.0000       0.05         1.54         N/A          N/A         
2962   0.0000       0.03         1.54         N/A          N/A         
2963   0.0000       0.12         1.56         N/A          N/A         
2964   0.0000       0.21         1.61         N/A          N/A         
2965   0.0000       0.12         1.58         N/A          N/A         
2966   0.0000       0.10         1.55         N/A          N/A         
2967   0.0000       0.02         1.57         N/A          N/A         
2968   0.0000       0.12         1.56         N/A          N/A         
2969   0.0000       0.08         1.59         N/A          N/A         
2970   0.0000       0.17         1.60         N/A          N/A         
2971   0.0000       0.06         1.58         N/A          N/A         
2972   0.0000       0.07         1.55         N/A          N/A         
2973   0.0000       0.09         1.60         N/A          N/A         
2974   0.0000       0.03         1.55         N/A          N/A         
2975   0.0000       0.06         1.55         N/A          N/A         
2976   0.0000       0.01         1.57         N/A          N/A         
2977   0.0000       0.18         1.52         N/A          N/A         
2978   0.0000       0.03         1.56         N/A          N/A         
2979   0.0000       0.16         1.59         N/A          N/A         
2980   0.0000       0.14         1.56         N/A          N/A         
2981   0.0000       0.19         1.54         N/A          N/A         
2982   0.0000       0.15         1.56         N/A          N/A         
2983   0.0000       0.06         1.60         N/A          N/A         
2984   0.0000       0.25         1.60         N/A          N/A         
2985   0.0000       0.11         1.56         N/A          N/A         
2986   0.0000       0.10         1.59         N/A          N/A         
2987   0.0000       0.22         1.60         N/A          N/A         
2988   0.0000       0.16         1.58         N/A          N/A         
2989   0.0000       0.04         1.60         N/A          N/A         
2990   0.0000       0.18         1.58         N/A          N/A         
2991   0.0000       0.04         1.62         N/A          N/A         
2992   0.0000       0.17         1.54         N/A          N/A         
2993   0.0000       0.05         1.50         N/A          N/A         
2994   0.0000       0.05         1.57         N/A          N/A         
2995   0.0000       0.36         1.58         N/A          N/A         
2996   0.0000       0.11         1.55         N/A          N/A         
2997   0.0000       0.22         1.57         N/A          N/A         
2998   0.0000       0.18         1.58         N/A          N/A         
2999   0.0000       0.05         1.56         N/A          N/A         
3000   0.0000       0.06         1.52         N/A          N/A         
3001   0.0000       0.08         1.55         N/A          N/A         
3002   0.0000       0.28         1.59         N/A          N/A         
3003   0.0000       0.08         1.58         N/A          N/A         
3004   0.0000       0.05         1.57         N/A          N/A         
3005   0.0000       0.24         1.56         N/A          N/A         
3006   0.0000       0.04         1.57         N/A          N/A         
3007   0.0000       0.11         1.59         N/A          N/A         
3008   0.0000       0.05         1.56         N/A          N/A         
3009   0.0000       0.06         1.56         N/A          N/A         
3010   0.0000       0.12         1.58         N/A          N/A         
3011   0.0000       0.14         1.53         N/A          N/A         
3012   0.0000       0.19         1.59         N/A          N/A         
3013   0.0000       0.05         1.51         N/A          N/A         
3014   0.0000       0.00         1.53         N/A          N/A         
3015   0.0000       0.28         1.63         N/A          N/A         
3016   0.0000       0.04         1.56         N/A          N/A         
3017   0.0000       0.09         1.58         N/A          N/A         
3018   0.0000       0.17         1.56         N/A          N/A         
3019   0.0000       0.23         1.57         N/A          N/A         
3020   0.0000       0.09         1.58         N/A          N/A         
3021   0.0000       0.19         1.56         N/A          N/A         
3022   0.0000       0.15         1.58         N/A          N/A         
3023   0.0000       0.13         1.57         N/A          N/A         
3024   0.0000       0.38         1.55         N/A          N/A         
3025   0.0000       0.16         1.58         N/A          N/A         
3026   0.0000       0.07         1.56         N/A          N/A         
3027   0.0000       0.05         1.56         N/A          N/A         
3028   0.0000       0.03         1.56         N/A          N/A         
3029   0.0000       0.24         1.61         N/A          N/A         
